molecule,augmented_lalas,lalas,n_rings,n_branching_points,n_secondary_branching_points,n_LAL,L_ratio,longest_L,longest_L_degeneracy,second_longest_L,A_ratio,A_ratio_insensitive,Aa_ratio,longest_A,longest_A_insensitive,longest_A_degeneracy,second_longest_A,second_longest_A_insensitive
hc_c42h24_0pent_2927,LAAaALAa,LAAAALAA,10,0,0,0,0.2500,1,2,0,0.5000,0.7500,0.5000,2,4,1,1,2
hc_c42h24_0pent_2928,LAAaALAA,LAAAALAA,10,0,0,0,0.2500,1,2,0,0.6250,0.7500,0.2000,2,4,1,1,2
hc_c42h24_0pent_2929,LAAa(a)AL,LAAA(A)AL,10,1,0,0,0.2500,1,2,0,0.3750,0.6250,0.6667,2,4,2,1,0
hc_c42h24_0pent_293,A()AA(a)aA,A()AA(A)AA,10,2,0,0,0.0000,0,11,0,0.5000,0.7500,0.5000,3,5,1,1,4
hc_c42h24_0pent_2930,LAAa(A)AL,LAAA(A)AL,10,1,0,0,0.2500,1,2,0,0.5000,0.6250,0.2500,2,4,2,1,0
hc_c42h24_0pent_2931,LAa()A()Aa,LAA()A()AA,10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,2,5,1,1,0
hc_c42h24_0pent_2932,LAaA()AA(),LAAA()AA(),10,2,0,0,0.1250,1,1,0,0.5000,0.6250,0.2500,3,5,1,1,0
hc_c42h24_0pent_2933,LAaA()Aaa,LAAA()AAA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,2,6,1,1,0
hc_c42h24_0pent_2934,LAaA(A)Aa,LAAA(A)AA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,5,1,1,4
hc_c42h24_0pent_2935,LAaA(a)Aa,LAAA(A)AA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,2,5,1,1,4
hc_c42h24_0pent_2936,LA(A)aAAa,LA(A)AAAA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,5,1,1,2
hc_c42h24_0pent_2937,LA(a)aAAa,LA(A)AAAA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,2,5,1,1,2
hc_c42h24_0pent_2938,LA()a()AAa,LA()A()AAA,10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,2,5,1,1,0
hc_c42h24_0pent_2939,LA()aAAA(),LA()AAAA(),10,2,0,0,0.1250,1,1,0,0.5000,0.6250,0.2500,3,5,1,1,0
hc_c42h24_0pent_294,AAaa(A)Aa,AAAA(A)AA,10,1,0,0,0.0000,0,10,0,0.5000,0.8750,0.7500,2,6,1,1,5
hc_c42h24_0pent_2940,LA()aAAaa,LA()AAAAA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,2,6,1,1,0
hc_c42h24_0pent_2941,LA()aA()Aa,LA()AA()AA,10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,2,5,1,1,0
hc_c42h24_0pent_2942,AALaAaaA,AALAAAAA,10,0,0,0,0.1250,1,1,0,0.5000,0.8750,0.7500,2,5,1,1,2
hc_c42h24_0pent_2943,AaLAaAAa,AALAAAAA,10,0,0,0,0.1250,1,1,0,0.5000,0.8750,0.7500,2,5,1,1,2
hc_c42h24_0pent_2944,A()LAaAAa,A()LAAAAA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,5,1,1,1
hc_c42h24_0pent_2945,ALaA()aaA,ALAA()AAA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,2,5,1,1,1
hc_c42h24_0pent_2946,ALaAaaA(),ALAAAAA(),10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,2,5,1,1,1
hc_c42h24_0pent_2947,ALaAaaAA,ALAAAAAA,10,0,0,0,0.1250,1,1,0,0.5000,0.8750,0.7500,2,6,1,1,1
hc_c42h24_0pent_2948,ALaAa()aA,ALAAA()AA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,2,5,1,1,1
hc_c42h24_0pent_2949,ALa()AaaA,ALA()AAAA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,2,5,1,1,1
hc_c42h24_0pent_295,A()AA(A)aA,A()AA(A)AA,10,2,0,0,0.0000,0,11,0,0.6250,0.7500,0.2000,4,5,1,3,4
hc_c42h24_0pent_2950,ALAa()AAa,ALAA()AAA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,5,1,1,1
hc_c42h24_0pent_2951,ALAaAAA(),ALAAAAA(),10,1,0,0,0.1250,1,1,0,0.6250,0.7500,0.2000,3,5,1,1,1
hc_c42h24_0pent_2952,ALAaAAaa,ALAAAAAA,10,0,0,0,0.1250,1,1,0,0.5000,0.8750,0.7500,2,6,1,1,1
hc_c42h24_0pent_2953,ALAaA()Aa,ALAAA()AA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,5,1,1,1
hc_c42h24_0pent_2954,ALA()aAAa,ALA()AAAA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,5,1,1,1
hc_c42h24_0pent_2955,AaLaAaaA,AALAAAAA,10,0,0,0,0.1250,1,1,0,0.3750,0.8750,0.7500,2,5,1,1,2
hc_c42h24_0pent_2956,AALAaAAa,AALAAAAA,10,0,0,0,0.1250,1,1,0,0.6250,0.8750,0.4000,2,5,1,1,2
hc_c42h24_0pent_2958,LAa(A)AAa,LAA(A)AAA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,5,1,1,3
hc_c42h24_0pent_296,AAA(Aa)Aa,AAA(AA)AA,10,1,0,0,0.0000,0,10,0,0.6250,0.8750,0.4000,4,5,2,1,0
hc_c42h24_0pent_2960,LAaAAA()A,LAAAAA()A,10,1,0,0,0.1250,1,1,0,0.6250,0.7500,0.2000,4,6,1,1,0
hc_c42h24_0pent_2961,LAaAAA()a,LAAAAA()A,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,3,6,1,1,0
hc_c42h24_0pent_2962,LAaAAaAA,LAAAAAAA,10,0,0,0,0.1250,1,1,0,0.6250,0.8750,0.4000,2,7,1,1,0
hc_c42h24_0pent_2963,LAaAAaAL,LAAAAAAL,10,0,0,0,0.2500,1,2,0,0.5000,0.7500,0.5000,2,6,1,1,0
hc_c42h24_0pent_2964,LAaAAaAa,LAAAAAAA,10,0,0,0,0.1250,1,1,0,0.5000,0.8750,0.7500,2,7,1,1,0
hc_c42h24_0pent_2965,LAaAAaA(),LAAAAAA(),10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,6,1,1,0
hc_c42h24_0pent_2966,LAaAA()aA,LAAAA()AA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,6,1,1,0
hc_c42h24_0pent_2967,LAaA()AaA,LAAA()AAA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,6,1,1,0
hc_c42h24_0pent_2968,LA()aAAaA,LA()AAAAA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,6,1,1,0
hc_c42h24_0pent_2969,ALaAaaAa,ALAAAAAA,10,0,0,0,0.1250,1,1,0,0.3750,0.8750,0.7500,2,6,1,1,1
hc_c42h24_0pent_297,AAA()AaaA,AAA()AAAA,10,1,0,0,0.0000,0,10,0,0.6250,0.8750,0.4000,4,7,1,2,0
hc_c42h24_0pent_2970,ALAaAAaA,ALAAAAAA,10,0,0,0,0.1250,1,1,0,0.6250,0.8750,0.4000,2,6,1,1,1
hc_c42h24_0pent_2971,LAa()AAaA,LAA()AAAA,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,6,1,1,0
hc_c42h24_0pent_2972,LAaAAa()A,LAAAAA()A,10,1,0,0,0.1250,1,1,0,0.5000,0.7500,0.5000,2,6,1,1,0
hc_c42h24_0pent_2973,LAa()AAaa,LAA()AAAA,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,2,6,1,1,0
hc_c42h24_0pent_2974,LAaAAa()a,LAAAAA()A,10,1,0,0,0.1250,1,1,0,0.3750,0.7500,1.0000,2,6,1,1,0
hc_c42h24_0pent_2975,LAaAAaaA,LAAAAAAA,10,0,0,0,0.1250,1,1,0,0.5000,0.8750,0.7500,2,7,1,1,0
hc_c42h24_0pent_2976,LAAaaAaL,LAAAAAAL,10,0,0,0,0.2500,1,2,0,0.3750,0.7500,1.0000,2,6,1,1,0
hc_c42h24_0pent_2977,LAaAAaaa,LAAAAAAA,10,0,0,0,0.1250,1,1,0,0.3750,0.8750,0.7500,3,7,1,2,0
hc_c42h24_0pent_2979,LAA(L)AaL,LAA(L)AAL,10,1,0,0,0.3750,1,3,0,0.3750,0.5000,0.3333,3,4,1,1,0
hc_c42h24_0pent_298,AA()AaaA(),AA()AAAA(),10,2,0,0,0.0000,0,11,0,0.5000,0.7500,0.5000,3,6,1,2,0
hc_c42h24_0pent_2980,LAaa(L)aA,LAAA(L)AA,10,1,0,0,0.2500,1,2,0,0.2500,0.6250,0.6667,3,5,1,1,0
hc_c42h24_0pent_2981,LAaa(L)La,LAAA(L)LA,10,1,0,0,0.3750,1,3,0,0.1250,0.5000,0.3333,2,3,1,1,1
hc_c42h24_0pent_2982,LAaa(L)LA,LAAA(L)LA,10,1,0,0,0.3750,1,3,0,0.2500,0.5000,1.0000,2,3,1,1,1
hc_c42h24_0pent_2983,LAaA(L)La,LAAA(L)LA,10,1,0,0,0.3750,1,3,0,0.2500,0.5000,1.0000,1,3,1,0,1
hc_c42h24_0pent_2984,LAaA(L)LA,LAAA(L)LA,10,1,0,0,0.3750,1,3,0,0.3750,0.5000,0.3333,1,3,1,0,1
hc_c42h24_0pent_2985,LA(L)A()aL,LA(L)A()AL,10,2,0,0,0.3750,1,3,0,0.2500,0.3750,0.5000,2,3,1,1,0
hc_c42h24_0pent_2986,LA(L)AaLa,LA(L)AALA,10,1,0,0,0.3750,1,3,0,0.2500,0.5000,1.0000,2,3,1,1,1
hc_c42h24_0pent_2987,LA(L)AaLA,LA(L)AALA,10,1,0,0,0.3750,1,3,0,0.3750,0.5000,0.3333,2,3,1,1,1
hc_c42h24_0pent_2988,LA(L)Aa()L,LA(L)AA()L,10,2,0,0,0.3750,1,3,0,0.2500,0.3750,0.5000,2,3,1,1,0
hc_c42h24_0pent_2989,LA()aA(A)L,LA()AA(A)L,10,2,0,0,0.2500,1,2,0,0.3750,0.5000,0.3333,2,4,1,1,3
hc_c42h24_0pent_299,Aa(A)AaaA,AA(A)AAAA,10,1,0,0,0.0000,0,10,0,0.5000,0.8750,0.7500,2,6,1,1,3
hc_c42h24_0pent_2990,LAaa(L)A(),LAAA(L)A(),10,2,0,0,0.2500,1,2,0,0.2500,0.5000,1.0000,2,4,1,1,0
hc_c42h24_0pent_2991,LAaa(L)Aa,LAAA(L)AA,10,1,0,0,0.2500,1,2,0,0.2500,0.6250,0.6667,2,5,1,1,0
hc_c42h24_0pent_2992,LAaa(L)AL,LAAA(L)AL,10,1,0,0,0.3750,1,3,0,0.2500,0.5000,1.0000,2,4,1,1,0
hc_c42h24_0pent_2993,LAaa(L)AA,LAAA(L)AA,10,1,0,0,0.2500,1,2,0,0.3750,0.6250,0.6667,2,5,1,1,0
hc_c42h24_0pent_2994,LAa(a)A()L,LAA(A)A()L,10,2,0,0,0.2500,1,2,0,0.2500,0.5000,1.0000,2,3,2,1,0
hc_c42h24_0pent_2995,LAa(A)A()L,LAA(A)A()L,10,2,0,0,0.2500,1,2,0,0.3750,0.5000,0.3333,1,3,2,0,0
hc_c42h24_0pent_2996,LA()a()A()L,LA()A()A()L,10,3,0,0,0.2500,1,2,0,0.2500,0.3750,0.5000,1,3,1,0,0
hc_c42h24_0pent_2997,LAa()A(a)L,LAA()A(A)L,10,2,0,0,0.2500,1,2,0,0.2500,0.5000,1.0000,1,4,1,0,3
hc_c42h24_0pent_2998,LAa()A(A)L,LAA()A(A)L,10,2,0,0,0.2500,1,2,0,0.3750,0.5000,0.3333,2,4,1,1,3
hc_c42h24_0pent_2999,LA()aA(a)L,LA()AA(A)L,10,2,0,0,0.2500,1,2,0,0.2500,0.5000,1.0000,1,4,1,0,3
hc_c42h24_0pent_3,AAA(A)A()A,AAA(A)A()A,10,2,0,0,0.0000,0,11,0,0.7500,0.7500,0.0000,5,5,1,4,4
hc_c42h24_0pent_30,AAAAa()aa,AAAAA()AA,10,1,0,0,0.0000,0,10,0,0.5000,0.8750,0.7500,4,7,1,3,0
hc_c42h24_0pent_300,AA(a)aAAa,AA(A)AAAA,10,1,0,0,0.0000,0,10,0,0.5000,0.8750,0.7500,2,6,1,1,3
hc_c42h24_0pent_3000,LAaALaaa,LAAALAAA,10,0,0,0,0.2500,1,2,0,0.2500,0.7500,0.5000,3,3,2,1,0
hc_c42h24_0pent_3001,LAALaAaL,LAALAAAL,10,0,0,0,0.3750,1,3,0,0.3750,0.6250,0.6667,2,3,1,1,2
hc_c42h24_0pent_3002,LAaALaaA,LAAALAAA,10,0,0,0,0.2500,1,2,0,0.3750,0.7500,1.0000,2,3,2,1,0
hc_c42h24_0pent_3003,LAaALaLa,LAAALALA,10,0,0,1,0.3750,1,3,0,0.2500,0.6250,0.6667,1,3,1,0,1
hc_c42h24_0pent_3004,LAaALaLA,LAAALALA,10,0,0,1,0.3750,1,3,0,0.3750,0.6250,0.6667,1,3,1,0,1
hc_c42h24_0pent_3005,LA()LaAaL,LA()LAAAL,10,1,0,0,0.3750,1,3,0,0.2500,0.5000,1.0000,1,3,1,0,1
hc_c42h24_0pent_3006,LALaA()aL,LALAA()AL,10,1,0,1,0.3750,1,3,0,0.2500,0.5000,1.0000,1,3,1,0,1
hc_c42h24_0pent_3007,LALaAaLa,LALAAALA,10,0,0,1,0.3750,1,3,0,0.2500,0.6250,0.6667,1,3,1,0,1
hc_c42h24_0pent_3008,LALaAaLA,LALAAALA,10,0,0,1,0.3750,1,3,0,0.3750,0.6250,0.6667,1,3,1,0,1
hc_c42h24_0pent_3009,LALaAa()L,LALAAA()L,10,1,0,1,0.3750,1,3,0,0.2500,0.5000,1.0000,1,3,1,0,1
hc_c42h24_0pent_301,AaaA()A()a,AAAA()A()A,10,2,0,0,0.0000,0,11,0,0.3750,0.7500,1.0000,2,6,1,1,0
hc_c42h24_0pent_3010,LALa()AaL,LALA()AAL,10,1,0,1,0.3750,1,3,0,0.2500,0.5000,1.0000,1,3,1,0,1
hc_c42h24_0pent_3011,LAa()ALaA,LAA()ALAA,10,1,0,0,0.2500,1,2,0,0.3750,0.6250,0.6667,1,3,1,0,2
hc_c42h24_0pent_3012,ALAaALaA,ALAAALAA,10,0,0,0,0.2500,1,2,0,0.5000,0.7500,0.5000,1,3,1,0,2
hc_c42h24_0pent_3013,ALaAaLAa,ALAAALAA,10,0,0,0,0.2500,1,2,0,0.3750,0.7500,1.0000,1,3,1,0,2
hc_c42h24_0pent_3014,LA()aALaA,LA()AALAA,10,1,0,0,0.2500,1,2,0,0.3750,0.6250,0.6667,1,3,1,0,2
hc_c42h24_0pent_3015,LAaA()LaA,LAAA()LAA,10,1,0,0,0.2500,1,2,0,0.3750,0.6250,0.6667,1,3,1,0,2
hc_c42h24_0pent_3016,LAaALaA(),LAAALAA(),10,1,0,0,0.2500,1,2,0,0.3750,0.6250,0.6667,1,3,1,0,2
hc_c42h24_0pent_3017,LAaALaAa,LAAALAAA,10,0,0,0,0.2500,1,2,0,0.3750,0.7500,1.0000,1,3,2,0,0
hc_c42h24_0pent_3018,LAaALaAA,LAAALAAA,10,0,0,0,0.2500,1,2,0,0.5000,0.7500,0.5000,2,3,2,1,0
hc_c42h24_0pent_3019,LAa()ALA(),LAA()ALA(),10,2,0,0,0.2500,1,2,0,0.3750,0.5000,0.3333,1,3,1,0,1
hc_c42h24_0pent_302,A()AAaa()A,A()AAAA()A,10,2,0,0,0.0000,0,11,0,0.5000,0.7500,0.5000,3,6,1,2,0
hc_c42h24_0pent_3020,ALAaALA(),ALAAALA(),10,1,0,0,0.2500,1,2,0,0.5000,0.6250,0.2500,1,3,1,0,1
hc_c42h24_0pent_3021,LA()aALA(),LA()AALA(),10,2,0,0,0.2500,1,2,0,0.3750,0.5000,0.3333,1,3,1,0,1
hc_c42h24_0pent_3022,LAaA()LA(),LAAA()LA(),10,2,0,0,0.2500,1,2,0,0.3750,0.5000,0.3333,1,3,1,0,1
hc_c42h24_0pent_3023,LAaALa()a,LAAALA()A,10,1,0,0,0.2500,1,2,0,0.2500,0.6250,0.6667,2,3,1,1,2
hc_c42h24_0pent_3024,LAaALa()A,LAAALA()A,10,1,0,0,0.2500,1,2,0,0.3750,0.6250,0.6667,1,3,1,0,2
hc_c42h24_0pent_3025,LAaALA()a,LAAALA()A,10,1,0,0,0.2500,1,2,0,0.3750,0.6250,0.6667,1,3,1,0,2
hc_c42h24_0pent_3026,LAaALA()A,LAAALA()A,10,1,0,0,0.2500,1,2,0,0.5000,0.6250,0.2500,2,3,1,1,2
hc_c42h24_0pent_3027,LAa(a)ALa,LAA(A)ALA,10,1,0,0,0.2500,1,2,0,0.2500,0.6250,0.6667,2,3,2,1,1
hc_c42h24_0pent_3028,LAa(A)ALa,LAA(A)ALA,10,1,0,0,0.2500,1,2,0,0.3750,0.6250,0.6667,1,3,2,0,1
hc_c42h24_0pent_3029,LAa()ALaa,LAA()ALAA,10,1,0,0,0.2500,1,2,0,0.2500,0.6250,0.6667,2,3,1,1,2
hc_c42h24_0pent_303,AAaaAA()a,AAAAAA()A,10,1,0,0,0.0000,0,10,0,0.5000,0.8750,0.7500,2,7,1,1,0
hc_c42h24_0pent_3030,ALaAaLaa,ALAAALAA,10,0,0,0,0.2500,1,2,0,0.2500,0.7500,0.5000,2,3,1,1,2
hc_c42h24_0pent_3031,ALA()aALa,ALA()AALA,10,1,0,0,0.2500,1,2,0,0.3750,0.6250,0.6667,1,3,1,0,1
hc_c42h24_0pent_3032,ALAaA()La,ALAAA()LA,10,1,0,0,0.2500,1,2,0,0.3750,0.6250,0.6667,1,3,1,0,1
hc_c42h24_0pent_3033,ALAaALaa,ALAAALAA,10,0,0,0,0.2500,1,2,0,0.3750,0.7500,1.0000,2,3,1,1,2
hc_c42h24_0pent_3034,ALAa()ALa,ALAA()ALA,10,1,0,0,0.2500,1,2,0,0.3750,0.6250,0.6667,1,3,1,0,1
hc_c42h24_0pent_3035,ALaAa()LA,ALAAA()LA,10,1,0,0,0.2500,1,2,0,0.3750,0.6250,0.6667,1,3,1,0,1
hc_c42h24_0pent_3036,ALaAaLAA,ALAAALAA,10,0,0,0,0.2500,1,2,0,0.5000,0.7500,0.5000,2,3,1,1,2
hc_c42h24_0pent_3037,A()LAaALa,A()LAAALA,10,1,0,0,0.2500,1,2,0,0.3750,0.6250,0.6667,1,3,1,0,1
hc_c42h24_0pent_3038,ALaA()aLA,ALAA()ALA,10,1,0,0,0.2500,1,2,0,0.3750,0.6250,0.6667,1,3,1,0,1
hc_c42h24_0pent_3039,LA()aALaa,LA()AALAA,10,1,0,0,0.2500,1,2,0,0.2500,0.6250,0.6667,2,3,1,1,2
hc_c42h24_0pent_304,Aaa()AA()a,AAA()AA()A,10,2,0,0,0.0000,0,11,0,0.3750,0.7500,1.0000,2,6,1,1,0
hc_c42h24_0pent_3040,LA()a()ALa,LA()A()ALA,10,2,0,0,0.2500,1,2,0,0.2500,0.5000,1.0000,1,3,1,0,1
hc_c42h24_0pent_3041,LA(a)aALa,LA(A)AALA,10,1,0,0,0.2500,1,2,0,0.2500,0.6250,0.6667,1,3,1,0,2
hc_c42h24_0pent_3042,LA(A)aALa,LA(A)AALA,10,1,0,0,0.2500,1,2,0,0.3750,0.6250,0.6667,2,3,1,1,2
hc_c42h24_0pent_3043,LAaA(a)La,LAAA(A)LA,10,1,0,0,0.2500,1,2,0,0.2500,0.6250,0.6667,1,4,1,0,3
hc_c42h24_0pent_3044,LAaA(A)La,LAAA(A)LA,10,1,0,0,0.2500,1,2,0,0.3750,0.6250,0.6667,2,4,1,1,3
hc_c42h24_0pent_3045,LAaA()Laa,LAAA()LAA,10,1,0,0,0.2500,1,2,0,0.2500,0.6250,0.6667,2,3,1,1,2
hc_c42h24_0pent_3046,LAa()A()La,LAA()A()LA,10,2,0,0,0.2500,1,2,0,0.2500,0.5000,1.0000,1,3,1,0,1
hc_c42h24_0pent_3047,LA()aA()La,LA()AA()LA,10,2,0,0,0.2500,1,2,0,0.2500,0.5000,1.0000,1,3,1,0,1
hc_c42h24_0pent_3048,LAa(a)ALA,LAA(A)ALA,10,1,0,0,0.2500,1,2,0,0.3750,0.6250,0.6667,2,3,2,1,1
hc_c42h24_0pent_3049,LAa(A)ALA,LAA(A)ALA,10,1,0,0,0.2500,1,2,0,0.5000,0.6250,0.2500,1,3,2,0,1
hc_c42h24_0pent_305,A()A()AaaA,A()A()AAAA,10,2,0,0,0.0000,0,11,0,0.5000,0.7500,0.5000,3,6,1,2,0
hc_c42h24_0pent_3050,LAa()ALAA,LAA()ALAA,10,1,0,0,0.2500,1,2,0,0.5000,0.6250,0.2500,2,3,1,1,2
hc_c42h24_0pent_3051,ALAaA()LA,ALAAA()LA,10,1,0,0,0.2500,1,2,0,0.5000,0.6250,0.2500,1,3,1,0,1
hc_c42h24_0pent_3052,ALAaALAA,ALAAALAA,10,0,0,0,0.2500,1,2,0,0.6250,0.7500,0.2000,2,3,1,1,2
hc_c42h24_0pent_3053,ALAa()ALA,ALAA()ALA,10,1,0,0,0.2500,1,2,0,0.5000,0.6250,0.2500,1,3,1,0,1
hc_c42h24_0pent_3054,LA()aALAA,LA()AALAA,10,1,0,0,0.2500,1,2,0,0.5000,0.6250,0.2500,2,3,1,1,2
hc_c42h24_0pent_3055,LA()a()ALA,LA()A()ALA,10,2,0,0,0.2500,1,2,0,0.3750,0.5000,0.3333,1,3,1,0,1
hc_c42h24_0pent_3056,LA(a)aALA,LA(A)AALA,10,1,0,0,0.2500,1,2,0,0.3750,0.6250,0.6667,1,3,1,0,2
hc_c42h24_0pent_3057,LA(A)aALA,LA(A)AALA,10,1,0,0,0.2500,1,2,0,0.5000,0.6250,0.2500,2,3,1,1,2
hc_c42h24_0pent_3058,LAaA(a)LA,LAAA(A)LA,10,1,0,0,0.2500,1,2,0,0.3750,0.6250,0.6667,1,4,1,0,3
hc_c42h24_0pent_3059,LAaA(A)LA,LAAA(A)LA,10,1,0,0,0.2500,1,2,0,0.5000,0.6250,0.2500,2,4,1,1,3
hc_c42h24_0pent_306,AAa()aAAa,AAA()AAAA,10,1,0,0,0.0000,0,10,0,0.5000,0.8750,0.7500,2,7,1,1,0
hc_c42h24_0pent_3060,LAaA()LAA,LAAA()LAA,10,1,0,0,0.2500,1,2,0,0.5000,0.6250,0.2500,2,3,1,1,2
hc_c42h24_0pent_3061,LAa()A()LA,LAA()A()LA,10,2,0,0,0.2500,1,2,0,0.3750,0.5000,0.3333,1,3,1,0,1
hc_c42h24_0pent_3062,LA()aA()LA,LA()AA()LA,10,2,0,0,0.2500,1,2,0,0.3750,0.5000,0.3333,1,3,1,0,1
hc_c42h24_0pent_3063,LAaALAaa,LAAALAAA,10,0,0,0,0.2500,1,2,0,0.3750,0.7500,1.0000,2,3,2,1,0
hc_c42h24_0pent_3064,LAaALAaA,LAAALAAA,10,0,0,0,0.2500,1,2,0,0.5000,0.7500,0.5000,1,3,2,0,0
hc_c42h24_0pent_3065,LAaALAA(),LAAALAA(),10,1,0,0,0.2500,1,2,0,0.5000,0.6250,0.2500,2,3,1,1,2
hc_c42h24_0pent_3066,LAa()ALAa,LAA()ALAA,10,1,0,0,0.2500,1,2,0,0.3750,0.6250,0.6667,1,3,1,0,2
hc_c42h24_0pent_3067,ALAaALAa,ALAAALAA,10,0,0,0,0.2500,1,2,0,0.5000,0.7500,0.5000,1,3,1,0,2
hc_c42h24_0pent_3068,ALaAaLaA,ALAAALAA,10,0,0,0,0.2500,1,2,0,0.3750,0.7500,1.0000,1,3,1,0,2
hc_c42h24_0pent_3069,LA()aALAa,LA()AALAA,10,1,0,0,0.2500,1,2,0,0.3750,0.6250,0.6667,1,3,1,0,2
hc_c42h24_0pent_307,AA()a()AAa,AA()A()AAA,10,2,0,0,0.0000,0,11,0,0.5000,0.7500,0.5000,2,6,1,1,0
hc_c42h24_0pent_3070,LAaA()LAa,LAAA()LAA,10,1,0,0,0.2500,1,2,0,0.3750,0.6250,0.6667,1,3,1,0,2
hc_c42h24_0pent_3071,LALAa()AL,LALAA()AL,10,1,0,1,0.3750,1,3,0,0.3750,0.5000,0.3333,1,3,1,0,1
hc_c42h24_0pent_3072,LALAaALA,LALAAALA,10,0,0,1,0.3750,1,3,0,0.5000,0.6250,0.2500,1,3,1,0,1
hc_c42h24_0pent_3073,LALAaALa,LALAAALA,10,0,0,1,0.3750,1,3,0,0.3750,0.6250,0.6667,1,3,1,0,1
hc_c42h24_0pent_3074,LALAaA()L,LALAAA()L,10,1,0,1,0.3750,1,3,0,0.3750,0.5000,0.3333,1,3,1,0,1
hc_c42h24_0pent_3075,LALA()aAL,LALA()AAL,10,1,0,1,0.3750,1,3,0,0.3750,0.5000,0.3333,1,3,1,0,1
hc_c42h24_0pent_3076,LA()LAaAL,LA()LAAAL,10,1,0,0,0.3750,1,3,0,0.3750,0.5000,0.3333,1,3,1,0,1
hc_c42h24_0pent_3077,LAaALALa,LAAALALA,10,0,0,1,0.3750,1,3,0,0.3750,0.6250,0.6667,1,3,1,0,1
hc_c42h24_0pent_3078,LAaALALA,LAAALALA,10,0,0,1,0.3750,1,3,0,0.5000,0.6250,0.2500,1,3,1,0,1
hc_c42h24_0pent_3079,LAaALAAa,LAAALAAA,10,0,0,0,0.2500,1,2,0,0.5000,0.7500,0.5000,2,3,2,1,0
hc_c42h24_0pent_308,A()AAaA()A,A()AAAA()A,10,2,0,0,0.0000,0,11,0,0.6250,0.7500,0.2000,3,6,1,2,0
hc_c42h24_0pent_3080,LAALAaAL,LAALAAAL,10,0,0,0,0.3750,1,3,0,0.5000,0.6250,0.2500,2,3,1,1,2
hc_c42h24_0pent_3081,LAaALAAA,LAAALAAA,10,0,0,0,0.2500,1,2,0,0.6250,0.7500,0.2000,3,3,2,1,0
hc_c42h24_0pent_3082,LAA(AL)AA,LAA(AL)AA,10,1,0,0,0.2500,1,2,0,0.6250,0.6250,0.0000,4,4,1,3,3
hc_c42h24_0pent_3083,LAA(AL)Aa,LAA(AL)AA,10,1,0,0,0.2500,1,2,0,0.5000,0.6250,0.2500,3,4,1,1,3
hc_c42h24_0pent_3084,LAa(A())AL,LAA(A())AL,10,2,1,0,0.2500,1,2,0,0.3750,0.5000,0.3333,1,3,2,0,0
hc_c42h24_0pent_3085,LA(A)aA()a,LA(A)AA()A,10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,2,4,1,1,2
hc_c42h24_0pent_3086,LA()aA()aa,LA()AA()AA,10,2,0,0,0.1250,1,1,0,0.2500,0.6250,0.6667,2,5,1,1,0
hc_c42h24_0pent_3088,LAa(A)A()a,LAA(A)A()A,10,2,0,0,0.1250,1,1,0,0.3750,0.6250,0.6667,1,4,1,0,3
hc_c42h24_0pent_3089,LAa(a)A()a,LAA(A)A()A,10,2,0,0,0.1250,1,1,0,0.2500,0.6250,0.6667,2,4,1,1,3
hc_c42h24_0pent_309,AA(A)AaaA,AA(A)AAAA,10,1,0,0,0.0000,0,10,0,0.6250,0.8750,0.4000,3,6,1,2,3
hc_c42h24_0pent_3090,LAa()A()A(),LAA()A()A(),10,3,0,0,0.1250,1,1,0,0.3750,0.5000,0.3333,2,4,1,1,0
hc_c42h24_0pent_3091,LAa()A()aa,LAA()A()AA,10,2,0,0,0.1250,1,1,0,0.2500,0.6250,0.6667,2,5,1,1,0
