molecule_id,annulation,n_branches,longest_A,longest_L,longest_L_degeneracy,second_longest_L,ratio_L,n_LAL,n_rings
hc_c42h24_0pent_1869,ala(la)al,1,2,1,3,0,0.42857142857142855,0,10
hc_c42h24_0pent_3576,laalaaal,0,3,1,3,0,0.375,0,10
hc_c42h24_0pent_27,aa(a)aaaa,1,7,0,0,0,0.0,0,10
hc_c42h24_0pent_953,a()aaalaa,1,4,1,1,0,0.14285714285714285,0,10
hc_c38h22_0pent_1014,laalaaa,0,3,1,2,0,0.2857142857142857,0,9
hc_c38h22_0pent_136,aa(a)a()a,2,5,0,0,0,0.0,0,9
hc_c38h22_0pent_1659,aalllaa,0,2,3,1,0,0.42857142857142855,0,9
hc_c42h24_0pent_6350,la(a)llla,1,2,3,1,1,0.5714285714285714,0,10
hc_c38h22_0pent_126,aaaaaaa,0,7,0,0,0,0.0,0,9
hc_c42h24_0pent_4570,llaa()aaa,1,5,2,1,0,0.2857142857142857,0,10
hc_c42h24_0pent_6444,la()aalll,1,3,3,1,1,0.5714285714285714,0,10
hc_c42h24_0pent_2187,lala(a)aa,1,4,1,2,0,0.2857142857142857,1,10
hc_c42h24_0pent_6131,aaalla()a,1,3,2,1,0,0.2857142857142857,0,10
hc_c42h24_0pent_166,aaaaaaaa,0,8,0,0,0,0.0,0,10
hc_c42h24_0pent_4911,aallaaaa,0,4,2,1,0,0.25,0,10
hc_c42h24_0pent_6629,llllaa()a,1,3,4,1,0,0.5714285714285714,0,10
hc_c34h20_0pent_54,aa(a)aa,1,5,0,0,0,0.0,0,8
hc_c42h24_0pent_4985,llaaaaal,0,5,2,1,1,0.375,0,10
hc_c42h24_0pent_6123,alla()a()a,2,3,2,1,0,0.3333333333333333,0,10
hc_c42h24_0pent_1456,aaaa()aal,1,6,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_3287,aaaaaa()l,1,6,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_4245,aalaa()al,1,3,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_3982,aaaa()aal,1,6,1,1,0,0.14285714285714285,0,10
hc_c38h22_0pent_157,aaaa()aa,1,6,0,0,0,0.0,0,9
hc_c42h24_0pent_4805,laallaal,0,2,2,1,1,0.5,0,10
hc_c38h22_0pent_1400,lallala,0,1,2,1,1,0.5714285714285714,2,9
hc_c42h24_0pent_5216,allalala,0,1,2,1,1,0.5,2,10
hc_c42h24_0pent_4519,aaa(a)a()l,2,5,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_5783,aalla()aa,1,3,2,1,0,0.2857142857142857,0,10
hc_c42h24_0pent_285,aaa()aa()a,2,6,0,0,0,0.0,0,10
hc_c42h24_0pent_471,a()a(a)aaa,2,6,0,0,0,0.0,0,10
hc_c42h24_0pent_5735,llaa()a()a,2,4,2,1,0,0.3333333333333333,0,10
hc_c42h24_0pent_2160,a()a(l)laa,2,2,1,2,0,0.3333333333333333,0,10
hc_c38h22_0pent_837,aaa()ala,1,4,1,1,0,0.16666666666666666,0,9
hc_c42h24_0pent_3865,alaalaal,0,2,1,3,0,0.375,0,10
hc_c42h24_0pent_477,aaaa(a)aa,1,7,0,0,0,0.0,0,10
hc_c42h24_0pent_2580,aa()alaa(),2,3,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_992,aaaaalaa,0,5,1,1,0,0.125,0,10
hc_c38h22_0pent_596,lala(a)a,1,3,1,2,0,0.3333333333333333,1,9
hc_c42h24_0pent_2071,aalalala,0,2,1,3,0,0.375,2,10
hc_c42h24_0pent_3589,alaalaaa,0,3,1,2,0,0.25,0,10
hc_c42h24_0pent_4803,aalla()al,1,2,2,1,1,0.42857142857142855,0,10
hc_c42h24_0pent_1816,aa()la(l)a,2,2,1,2,0,0.3333333333333333,0,10
hc_c42h24_0pent_6650,alllla()a,1,2,4,1,0,0.5714285714285714,0,10
hc_c42h24_0pent_1414,aaalaaaa,0,4,1,1,0,0.125,0,10
hc_c42h24_0pent_1884,la(l)a()a(),3,2,1,2,0,0.4,0,10
hc_c42h24_0pent_3579,laalaala,0,2,1,3,0,0.375,0,10
hc_c42h24_0pent_2366,aaalalaa,0,3,1,2,0,0.25,1,10
hc_c42h24_0pent_3456,aaa()aala,1,5,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_1803,aa()la(l)a,2,2,1,2,0,0.3333333333333333,0,10
hc_c42h24_0pent_4351,aa(l)aaal,1,3,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_1019,alaa()la(),2,2,1,2,0,0.3333333333333333,0,10
hc_c30h18_0pent_66,laaal,0,3,1,2,0,0.4,0,7
hc_c42h24_0pent_4561,llaaaala,0,4,2,1,1,0.375,0,10
hc_c42h24_0pent_472,a()a(a)aaa,2,6,0,0,0,0.0,0,10
hc_c42h24_0pent_3092,aa(a)a()al,2,5,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_2379,aalalaaa,0,3,1,2,0,0.25,1,10
hc_c42h24_0pent_854,laa(a)a()l,2,4,1,2,0,0.3333333333333333,0,10
hc_c42h24_0pent_6257,aaaallla,0,4,3,1,0,0.375,0,10
hc_c42h24_0pent_5046,a()llalaa,1,2,2,1,1,0.42857142857142855,1,10
hc_c30h18_0pent_65,aaaal,0,4,1,1,0,0.2,0,7
hc_c42h24_0pent_2356,lalaaa()a,1,4,1,2,0,0.2857142857142857,1,10
hc_c42h24_0pent_727,aaa(a())aa,2,6,0,0,0,0.0,0,10
hc_c38h22_0pent_973,laala()a,1,2,1,2,0,0.3333333333333333,0,9
hc_c42h24_0pent_2232,lalaaaaa,0,5,1,2,0,0.25,1,10
hc_c42h24_0pent_375,aaaa()aaa,1,7,0,0,0,0.0,0,10
hc_c42h24_0pent_5472,aallalaa,0,2,2,1,1,0.375,1,10
hc_c42h24_0pent_6625,allllaa(),1,2,4,1,0,0.5714285714285714,0,10
hc_c42h24_0pent_4997,allalaal,0,2,2,1,1,0.5,1,10
hc_c42h24_0pent_3546,laa(l)aaa,1,3,1,2,0,0.2857142857142857,0,10
hc_c38h22_0pent_725,aaalaaa,0,3,1,1,0,0.14285714285714285,0,9
hc_c42h24_0pent_1515,aaaaalaa,0,5,1,1,0,0.125,0,10
hc_c42h24_0pent_964,aaa()aaal,1,6,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_2417,la(a)laa(),2,2,1,2,0,0.3333333333333333,0,10
hc_c38h22_0pent_1162,aa(a)la(),2,3,1,1,0,0.2,0,9
hc_c42h24_0pent_912,aaaa(l)aa,1,4,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_2430,aalalala,0,2,1,3,0,0.375,2,10
hc_c42h24_0pent_980,aa()a()aal,2,5,1,1,0,0.16666666666666666,0,10
hc_c38h22_0pent_378,aaa()laa,1,3,1,1,0,0.16666666666666666,0,9
hc_c42h24_0pent_3545,laa(l)aaa,1,3,1,2,0,0.2857142857142857,0,10
hc_c38h22_0pent_1560,lla()a()a,2,3,2,1,0,0.4,0,9
hc_c42h24_0pent_4981,llaaaall,0,4,2,2,0,0.5,0,10
hc_c30h18_0pent_63,aa()al,1,3,1,1,0,0.25,0,7
hc_c38h22_0pent_1369,lla(l)la,1,1,2,1,1,0.6666666666666666,0,9
hc_c38h22_0pent_446,aa()aala,1,4,1,1,0,0.16666666666666666,0,9
hc_c38h22_0pent_200,aa()aaaa,1,6,0,0,0,0.0,0,9
hc_c42h24_0pent_3520,aa()aa()la,2,4,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_4945,lallaaal,0,3,2,1,1,0.5,1,10
hc_c42h24_0pent_3273,laaaa()la,1,4,1,2,0,0.2857142857142857,0,10
hc_c38h22_0pent_580,lala()aa,1,3,1,2,0,0.3333333333333333,1,9
hc_c42h24_0pent_2332,la()laaa(),2,3,1,2,0,0.3333333333333333,0,10
hc_c42h24_0pent_3990,la()aaaal,1,5,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_596,aa()aaa()a,2,6,0,0,0,0.0,0,10
hc_c42h24_0pent_583,aaaaaa()a,1,7,0,0,0,0.0,0,10
hc_c42h24_0pent_3365,aaa()a(l)a,2,4,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_6240,aaalllaa,0,3,3,1,0,0.375,0,10
hc_c42h24_0pent_1526,aaaa()ala,1,5,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_5718,llaaa()al,1,4,2,1,1,0.42857142857142855,0,10
hc_c42h24_0pent_1579,aaaaa()la,1,5,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_4687,a()llaall,1,2,2,2,0,0.5714285714285714,0,10
hc_c42h24_0pent_5542,a()a()llaa,2,2,2,1,0,0.3333333333333333,0,10
hc_c42h24_0pent_2255,lala()a()a,2,3,1,2,0,0.3333333333333333,1,10
hc_c42h24_0pent_6359,ala(a)lll,1,2,3,1,1,0.5714285714285714,0,10
hc_c42h24_0pent_689,aaa(a())aa,2,6,0,0,0,0.0,0,10
hc_c38h22_0pent_238,aaaaala,0,5,1,1,0,0.14285714285714285,0,9
hc_c42h24_0pent_1775,ala(l)aaa,1,3,1,2,0,0.2857142857142857,0,10
hc_c34h20_0pent_111,aaa()la,1,3,1,1,0,0.2,0,8
hc_c38h22_0pent_91,aaa()aaa,1,6,0,0,0,0.0,0,9
hc_c42h24_0pent_4515,a()a(a)a()l,3,4,1,1,0,0.2,0,10
hc_c42h24_0pent_693,aaa(a)aa(),2,6,0,0,0,0.0,0,10
hc_c42h24_0pent_5623,allaaaal,0,4,2,1,1,0.375,0,10
hc_c42h24_0pent_534,aaa()a()aa,2,6,0,0,0,0.0,0,10
hc_c42h24_0pent_2746,aaalaaaa,0,4,1,1,0,0.125,0,10
hc_c38h22_0pent_1526,allaaal,0,3,2,1,1,0.42857142857142855,0,9
hc_c42h24_0pent_2414,aaa(l)laa,1,3,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_4386,aaaaaaal,0,7,1,1,0,0.125,0,10
hc_c42h24_0pent_5554,aallaa()a,1,3,2,1,0,0.2857142857142857,0,10
hc_c42h24_0pent_1984,lalaa(l)a,1,2,1,3,0,0.42857142857142855,1,10
hc_c42h24_0pent_1427,aaalaa()a,1,3,1,1,0,0.14285714285714285,0,10
hc_c38h22_0pent_699,aaala()a,1,3,1,1,0,0.16666666666666666,0,9
hc_c42h24_0pent_5271,alla(a)la,1,2,2,1,1,0.42857142857142855,0,10
hc_c38h22_0pent_1468,a()llaaa,1,3,2,1,0,0.3333333333333333,0,9
hc_c38h22_0pent_859,laaaa()l,1,4,1,2,0,0.3333333333333333,0,9
hc_c42h24_0pent_6245,a()aallla,1,3,3,1,0,0.42857142857142855,0,10
hc_c42h24_0pent_4843,aa()llaaa,1,3,2,1,0,0.2857142857142857,0,10
hc_c42h24_0pent_617,aaa(a)aaa,1,7,0,0,0,0.0,0,10
hc_c42h24_0pent_1773,ala(l)a()a,2,2,1,2,0,0.3333333333333333,0,10
hc_c42h24_0pent_2900,la(a)aaal,1,5,1,2,0,0.2857142857142857,0,10
hc_c38h22_0pent_429,aa()aaal,1,5,1,1,0,0.16666666666666666,0,9
hc_c42h24_0pent_2671,aala(a)a(),2,3,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_663,aaa()a()aa,2,6,0,0,0,0.0,0,10
hc_c42h24_0pent_4108,laaala()a,1,3,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_3002,laaalaaa,0,3,1,2,0,0.25,0,10
hc_c42h24_0pent_5315,lla(l)aal,1,2,2,1,1,0.5714285714285714,0,10
hc_c38h22_0pent_822,a()a()aal,2,4,1,1,0,0.2,0,9
hc_c42h24_0pent_3059,laaa(a)la,1,4,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_856,laaa(l)aa,1,3,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_5302,lla(la)aa,1,3,2,1,1,0.42857142857142855,0,10
hc_c42h24_0pent_4467,aaa(a)laa,1,4,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_3278,aaaa(a)al,1,6,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_1938,ala(l)laa,1,2,1,3,0,0.42857142857142855,0,10
hc_c42h24_0pent_4536,aaaa()a()l,2,5,1,1,0,0.16666666666666666,0,10
hc_c38h22_0pent_563,alalaaa,0,3,1,2,0,0.2857142857142857,1,9
hc_c38h22_0pent_1115,alaaaal,0,4,1,2,0,0.2857142857142857,0,9
hc_c42h24_0pent_5310,lla()la()a,2,2,2,1,1,0.5,0,10
hc_c42h24_0pent_6463,aaa(a)lll,1,4,3,1,0,0.42857142857142855,0,10
hc_c42h24_0pent_6655,aalllla(),1,2,4,1,0,0.5714285714285714,0,10
hc_c42h24_0pent_3091,aaa()a()al,2,5,1,1,0,0.16666666666666666,0,10
hc_c38h22_0pent_1361,lla()la(),2,1,2,1,1,0.6,0,9
hc_c42h24_0pent_4125,laa()alaa,1,3,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_1809,aa()la(l)a,2,2,1,2,0,0.3333333333333333,0,10
hc_c42h24_0pent_1324,aaalaaaa,0,4,1,1,0,0.125,0,10
hc_c42h24_0pent_1421,aaa()laaa,1,3,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_1205,laalaa()a,1,3,1,2,0,0.2857142857142857,0,10
hc_c38h22_0pent_1306,lla(l)ll,1,1,2,2,1,0.8333333333333334,0,9
hc_c38h22_0pent_819,laa(a)al,1,4,1,2,0,0.3333333333333333,0,9
hc_c42h24_0pent_4414,aa()a(a)la,2,4,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_1123,laa(l)aaa,1,3,1,2,0,0.2857142857142857,0,10
hc_c22h14_0pent_7,aal,0,2,1,1,0,0.3333333333333333,0,5
hc_c42h24_0pent_4961,llaaalaa,0,3,2,1,1,0.375,0,10
hc_c38h22_0pent_95,aa()aaaa,1,6,0,0,0,0.0,0,9
hc_c42h24_0pent_3352,aaa(l)aaa,1,3,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_6038,a()llaaal,1,3,2,1,1,0.42857142857142855,0,10
hc_c42h24_0pent_4691,aallaall,0,2,2,2,0,0.5,0,10
hc_c42h24_0pent_5159,llala()aa,1,3,2,1,1,0.42857142857142855,1,10
hc_c38h22_0pent_887,aaa()a()l,2,4,1,1,0,0.2,0,9
hc_c38h22_0pent_397,aaaaala,0,5,1,1,0,0.14285714285714285,0,9
hc_c42h24_0pent_5040,lla()laa(),2,2,2,1,1,0.5,0,10
hc_c42h24_0pent_5406,a()allala,1,2,2,1,1,0.42857142857142855,1,10
hc_c42h24_0pent_1054,laa(a)laa,1,3,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_559,aa()aaaaa,1,7,0,0,0,0.0,0,10
hc_c42h24_0pent_6239,aaa(a)lll,1,4,3,1,0,0.42857142857142855,0,10
hc_c42h24_0pent_3796,aa(l)alaa,1,2,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_5293,aalla(l)a,1,2,2,1,1,0.42857142857142855,0,10
hc_c42h24_0pent_5777,allaa()a(),2,3,2,1,0,0.3333333333333333,0,10
hc_c42h24_0pent_78,aa()a()aaa,2,6,0,0,0,0.0,0,10
hc_c38h22_0pent_1380,aallala,0,2,2,1,1,0.42857142857142855,1,9
hc_c42h24_0pent_2211,lalaa()aa,1,4,1,2,0,0.2857142857142857,1,10
hc_c42h24_0pent_3504,aaa()aala,1,5,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_5272,alla(a)la,1,2,2,1,1,0.42857142857142855,0,10
hc_c42h24_0pent_3277,aaaa(a)al,1,6,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_4799,a()allaal,1,2,2,1,1,0.42857142857142855,0,10
hc_c42h24_0pent_5044,aallalaa,0,2,2,1,1,0.375,1,10
hc_c42h24_0pent_959,aa(a)aaal,1,6,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_3823,alaalala,0,2,1,3,0,0.375,1,10
hc_c42h24_0pent_4179,aa(l)aala,1,2,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_5408,aallala(),1,2,2,1,1,0.42857142857142855,1,10
hc_c34h20_0pent_407,a()lla(),2,1,2,1,0,0.5,0,8
hc_c34h20_0pent_409,lla()aa,1,3,2,1,0,0.4,0,8
hc_c42h24_0pent_3664,laa()laaa,1,3,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_3468,aa()a(a)la,2,4,1,1,0,0.16666666666666666,0,10
hc_c38h22_0pent_16,aaaaa()a,1,6,0,0,0,0.0,0,9
hc_c34h20_0pent_356,llalaa,0,2,2,1,1,0.5,1,8
hc_c42h24_0pent_2258,lala()aaa,1,4,1,2,0,0.2857142857142857,1,10
hc_c42h24_0pent_1351,aaalaa()a,1,3,1,1,0,0.14285714285714285,0,10
hc_c38h22_0pent_1315,lallall,0,1,2,2,1,0.7142857142857143,2,9
hc_c38h22_0pent_1151,aaa(a)la,1,4,1,1,0,0.16666666666666666,0,9
hc_c42h24_0pent_5023,llala(l)a,1,1,2,1,1,0.5714285714285714,1,10
hc_c42h24_0pent_1985,alalaa()l,1,2,1,3,0,0.42857142857142855,1,10
hc_c42h24_0pent_2143,aalalaaa,0,3,1,2,0,0.25,1,10
hc_c42h24_0pent_2402,la()laa()a,2,3,1,2,0,0.3333333333333333,0,10
hc_c34h20_0pent_370,aallal,0,2,2,1,1,0.5,1,8
hc_c42h24_0pent_4998,llala()aa,1,3,2,1,1,0.42857142857142855,1,10
hc_c42h24_0pent_5329,lla(l)aa(),2,2,2,1,1,0.5,0,10
hc_c42h24_0pent_4943,allaa()al,1,3,2,1,1,0.42857142857142855,0,10
hc_c42h24_0pent_6514,alaa()lll,1,2,3,1,1,0.5714285714285714,0,10
hc_c42h24_0pent_4906,lla()aaaa,1,5,2,1,0,0.2857142857142857,0,10
hc_c38h22_0pent_252,laaa(l)a,1,3,1,2,0,0.3333333333333333,0,9
hc_c42h24_0pent_3635,aa(l)alaa,1,2,1,2,0,0.2857142857142857,0,10
hc_c38h22_0pent_1251,lla()aa(),2,3,2,1,0,0.4,0,9
hc_c42h24_0pent_5832,a()allaal,1,2,2,1,1,0.42857142857142855,0,10
hc_c42h24_0pent_3096,a()a(a)aal,2,5,1,1,0,0.16666666666666666,0,10
hc_c38h22_0pent_1316,aallall,0,2,2,2,0,0.5714285714285714,1,9
hc_c42h24_0pent_3645,alaa()laa,1,2,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_2590,aaaalaaa,0,4,1,1,0,0.125,0,10
hc_c42h24_0pent_5234,allalall,0,1,2,2,1,0.625,2,10
hc_c38h22_0pent_66,aaaaaaa,0,7,0,0,0,0.0,0,9
hc_c42h24_0pent_6536,alaaalll,0,3,3,1,1,0.5,0,10
hc_c42h24_0pent_3318,aa()a()aal,2,5,1,1,0,0.16666666666666666,0,10
hc_c38h22_0pent_43,aaaaaaa,0,7,0,0,0,0.0,0,9
hc_c42h24_0pent_5000,allalaaa,0,3,2,1,1,0.375,1,10
hc_c42h24_0pent_3164,aa()aalaa,1,4,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_3800,aalaalaa,0,2,1,2,0,0.25,0,10
hc_c42h24_0pent_4071,aaaa()laa,1,4,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_4949,llaaa(a)l,1,4,2,1,1,0.42857142857142855,0,10
hc_c42h24_0pent_2703,aaa(a)ala,1,5,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_1126,laalaaaa,0,4,1,2,0,0.25,0,10
hc_c38h22_0pent_149,aaa()a()a,2,5,0,0,0,0.0,0,9
hc_c38h22_0pent_1156,a()a()la(),3,2,1,1,0,0.25,0,9
hc_c42h24_0pent_1188,laala()aa,1,3,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_4383,alaaaaal,0,5,1,2,0,0.25,0,10
hc_c42h24_0pent_6230,alaallla,0,2,3,1,1,0.5,0,10
hc_c38h22_0pent_609,a()lala(),2,1,1,2,0,0.4,1,9
hc_c34h20_0pent_84,laaaal,0,4,1,2,0,0.3333333333333333,0,8
hc_c42h24_0pent_659,aa()a(a)aa,2,6,0,0,0,0.0,0,10
hc_c38h22_0pent_1376,lallala,0,1,2,1,1,0.5714285714285714,2,9
hc_c42h24_0pent_982,a()aa()aal,2,5,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_2605,aaa()laaa,1,3,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_2983,laaa(l)la,1,3,1,3,0,0.42857142857142855,0,10
hc_c42h24_0pent_4223,aa()laaal,1,3,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_533,aaa()a(a)a,2,6,0,0,0,0.0,0,10
hc_c38h22_0pent_400,aaalaa(),1,3,1,1,0,0.16666666666666666,0,9
hc_c42h24_0pent_463,aa()a(a)aa,2,6,0,0,0,0.0,0,10
hc_c38h22_0pent_40,aaaaa()a,1,6,0,0,0,0.0,0,9
hc_c42h24_0pent_1405,a()a()aala,2,4,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_824,laaa()laa,1,3,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_4003,aa(a)aaal,1,6,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_1119,alaa(l)al,1,2,1,3,0,0.42857142857142855,0,10
hc_c42h24_0pent_3017,laaalaaa,0,3,1,2,0,0.25,0,10
hc_c42h24_0pent_564,aa()aaaaa,1,7,0,0,0,0.0,0,10
hc_c42h24_0pent_2749,aaaa()ala,1,5,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_2247,alala()aa,1,3,1,2,0,0.2857142857142857,1,10
hc_c42h24_0pent_2723,aaa()alaa,1,4,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_5698,allaaaa(),1,4,2,1,0,0.2857142857142857,0,10
hc_c42h24_0pent_5909,allaalaa,0,2,2,1,1,0.375,0,10
hc_c42h24_0pent_5436,aaa()llal,1,3,2,1,1,0.42857142857142855,1,10
hc_c42h24_0pent_944,aa()aaala,1,5,1,1,0,0.14285714285714285,0,10
hc_c38h22_0pent_1058,aaa(a)al,1,5,1,1,0,0.16666666666666666,0,9
hc_c38h22_0pent_164,aaa()aa(),2,5,0,0,0,0.0,0,9
hc_c42h24_0pent_2515,lala(a)aa,1,4,1,2,0,0.2857142857142857,1,10
hc_c42h24_0pent_3721,alaala()a,1,2,1,2,0,0.2857142857142857,0,10
hc_c38h22_0pent_654,aalalal,0,2,1,3,0,0.42857142857142855,2,9
hc_c42h24_0pent_5702,aallaaaa,0,4,2,1,0,0.25,0,10
hc_c42h24_0pent_4903,alla()aaa,1,4,2,1,0,0.2857142857142857,0,10
hc_c42h24_0pent_5873,lallaa()l,1,2,2,1,1,0.5714285714285714,1,10
hc_c42h24_0pent_6531,laaallla,0,3,3,1,1,0.5,0,10
hc_c42h24_0pent_4086,aaa(a)a()l,2,5,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_424,aaaaaaaa,0,8,0,0,0,0.0,0,10
hc_c42h24_0pent_1585,aaaaa()la,1,5,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_3580,laalaa()l,1,2,1,3,0,0.42857142857142855,0,10
hc_c42h24_0pent_4930,lla()a()al,2,3,2,1,1,0.5,0,10
hc_c42h24_0pent_6298,aallalll,0,2,3,1,2,0.625,1,10
hc_c42h24_0pent_1538,aaaaaa()l,1,6,1,1,0,0.14285714285714285,0,10
hc_c34h20_0pent_161,alalaa,0,2,1,2,0,0.3333333333333333,1,8
hc_c42h24_0pent_3103,aa()aa(l)a,2,4,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_2134,alalaaaa,0,4,1,2,0,0.25,1,10
hc_c42h24_0pent_5276,alla(l)aa,1,2,2,1,1,0.42857142857142855,0,10
hc_c42h24_0pent_90,aa()a(a)a(),3,5,0,0,0,0.0,0,10
hc_c38h22_0pent_1308,lallall,0,1,2,2,1,0.7142857142857143,2,9
hc_c42h24_0pent_6115,alla(a)a(),2,3,2,1,0,0.3333333333333333,0,10
hc_c34h20_0pent_333,llaala,0,2,2,1,1,0.5,0,8
hc_c42h24_0pent_192,aaaaaaaa,0,8,0,0,0,0.0,0,10
hc_c34h20_0pent_376,allaa(),1,2,2,1,0,0.4,0,8
hc_c34h20_0pent_167,alala(),1,1,1,2,0,0.4,1,8
hc_c42h24_0pent_1373,aaala()aa,1,3,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_1389,aaa()aala,1,5,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_2636,aa()ala()a,2,3,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_1165,laala()aa,1,3,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_956,aaa()aaal,1,6,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_1980,lalaalaa,0,2,1,3,0,0.375,1,10
hc_c42h24_0pent_3975,aaaaaaal,0,7,1,1,0,0.125,0,10
hc_c42h24_0pent_4506,aaaaa(l)a,1,5,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_2381,alalaa()a,1,3,1,2,0,0.2857142857142857,1,10
hc_c42h24_0pent_2449,aalala()l,1,2,1,3,0,0.42857142857142855,1,10
hc_c42h24_0pent_2973,aaaaa()al,1,6,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_1299,aaa()aa()l,2,5,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_6530,laaallla,0,3,3,1,1,0.5,0,10
hc_c42h24_0pent_3486,aaaalaaa,0,4,1,1,0,0.125,0,10
hc_c42h24_0pent_4983,llaaa()aa,1,5,2,1,0,0.2857142857142857,0,10
hc_c42h24_0pent_104,aa()aaaaa,1,7,0,0,0,0.0,0,10
hc_c42h24_0pent_4032,aaaala()a,1,4,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_5510,aaaallal,0,4,2,1,1,0.375,1,10
hc_c42h24_0pent_4202,alalaaal,0,3,1,3,0,0.375,1,10
hc_c42h24_0pent_5330,lla(l)aaa,1,3,2,1,1,0.42857142857142855,0,10
hc_c38h22_0pent_1545,aalla()a,1,2,2,1,0,0.3333333333333333,0,9
hc_c42h24_0pent_3242,aaa()aala,1,5,1,1,0,0.14285714285714285,0,10
hc_c30h18_0pent_10,aaaaa,0,5,0,0,0,0.0,0,7
hc_c42h24_0pent_351,aaaaaaaa,0,8,0,0,0,0.0,0,10
hc_c38h22_0pent_1455,llaaaaa,0,5,2,1,0,0.2857142857142857,0,9
hc_c38h22_0pent_266,aaa()a()l,2,4,1,1,0,0.2,0,9
hc_c38h22_0pent_715,aala(a)a,1,3,1,1,0,0.16666666666666666,0,9
hc_c38h22_0pent_327,laalaaa,0,3,1,2,0,0.2857142857142857,0,9
hc_c42h24_0pent_253,aaaaaa()a,1,7,0,0,0,0.0,0,10
hc_c38h22_0pent_1332,lla()laa,1,2,2,1,1,0.5,0,9
hc_c42h24_0pent_6546,aaa()llla,1,3,3,1,0,0.42857142857142855,0,10
hc_c38h22_0pent_840,aa()aala,1,4,1,1,0,0.16666666666666666,0,9
hc_c42h24_0pent_4207,lalaa()al,1,3,1,3,0,0.42857142857142855,1,10
hc_c42h24_0pent_1143,alaalaa(),1,2,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_2308,lalaa()aa,1,4,1,2,0,0.2857142857142857,1,10
hc_c38h22_0pent_1570,aaaalll,0,4,3,1,0,0.42857142857142855,0,9
hc_c38h22_0pent_763,aaa(a)al,1,5,1,1,0,0.16666666666666666,0,9
hc_c42h24_0pent_5713,lla()aaaa,1,5,2,1,0,0.2857142857142857,0,10
hc_c42h24_0pent_2228,lalaaala,0,3,1,3,0,0.375,1,10
